player_name,CT_list,lowest_price,second_lowest_price,lowest_to_second_ratio,price_gap,lowest_seller,lowest_title,lowest_item_web_url,lowest_item_id,second_seller,second_title,second_item_web_url,second_item_id
Brooks Lee,nan,1.1,1.39,0.791367,0.29,rob19707,Brooks Lee Debut RC 2025 Topps Update Series #US243 Base,,,firehousesportzcardz,2025 Topps Update #US243 Brooks Lee,,
Rowdy Tellez,Diamante,2.24,2.83,0.791519,0.59,jakemetivier78,2025 Topps Update Rowdy Tellez Pink Diamante Foil Parallel #US19 Mariners,,,payro-70,2025 Topps Update Pink Diamante Foil #US19 Rowdy Tellez - Seattle Mariners,,
Austin Kitchen,Gold 2025,3.0,3.79,0.791557,0.79,jpsbargainbox,"2025 Topps Update #US320 Austin Kitchen SN,RC Gold #/2025 Seattle Mariners NM+",,,hambohobbyshop,2025 Topps Update #US320 Austin Kitchen RC Gold #/2025 Seattle Mariners,,
Tylor Megill,Orange Black,1.98,2.5,0.792,0.52,thesenate66,2025 Topps Update #US271 Tylor Megill Orange and Black Foil Mets,,,ckscardhousememorabilia,2025 Topps Update #US271 Tylor Megill Orange and Black Foil Mets MINT,,
Cal Quantrill,nan,0.99,1.25,0.792,0.26,kingbeerus,2025 Topps Update Series Baseball Cal Quantrill #US191 Miami Marlins,,,isa_sells_baseball_stuff_13,Cal Quantrill #US191 - 2025 Topps Update Series,,
Caleb Freeman,nan,0.99,1.25,0.792,0.26,kingbeerus,2025 Topps Update Series Baseball Caleb Freeman Rookie #US253 Chicago White Sox,,,collectorsedge67,2025 Topps Update Baseball #US253 Caleb Freeman Chicago White Sox Rookie,,
Connor Thomas,nan,0.99,1.25,0.792,0.26,kingbeerus,2025 Topps Update Series Baseball Connor Thomas Rookie #US63 Milwaukee Brewers,,,phlashbackphills,Connor Thomas 2025 Topps Update #US63 Milwaukee Brewers Rookie,,
Donovan Solano,nan,0.99,1.25,0.792,0.26,sidelinesportzcards,2025 Topps Update #US281 Donovan Solano - Seattle Mariners,,,isa_sells_baseball_stuff_13,Donovan Solano #US281 - 2025 Topps Update Series,,
Logan Evans,nan,0.99,1.25,0.792,0.26,collectorsedge67,2025 Topps Update #US302 Logan Evans Rookie,,,phlashbackphills,Logan Evans Rookie Card 2025 Topps Update #US302 (RC) Seattle Mariners,,
Connor Joe,Sandglitter,2.29,2.89,0.792388,0.6,littleweed89,2025 Topps Update-Sandglitter-Connor Joe #US58,,,crainscards,2025 Topps Update Connor Joe #US58 Pink Holofoil Sand Glitter Parallel Reds Card,,
Cal Quantrill,Blue Rainbow,5.0,6.31,0.792393,1.31,elevass23,2025 Topps Update Cal Quantrill Blue Holo Foil 40/150 #US-151 - Marlins,,,bearsupplyco,2025 Topps Update Cal Quantrill Blue /150 Miami Marlins #US191,,
Fernando Tatis Jr.,All Star Game,1.19,1.5,0.793333,0.31,mabjor2719,2025 Topps Update 2025 All-Star Game Fernando Tatis Jr. #ASG-28 Padres,,,pnw-406cardcollecting,Fernando Tatis Jr. All-Star Game Foil 2025 Topps Update Series #ASG-28 Padres,,
Gage Workman,Sandglitter,1.19,1.5,0.793333,0.31,michaeljames44,2025 Topps Update Series Gage Workman #US118 Sandglitter,,,per_6268,2025 Topps Update Series - Gage Workman #US118 Sandglitter (RC),,
Robert Hassell III,nan,1.19,1.5,0.793333,0.31,michaeljames44,2025 Topps Update Series Robert Hassell III #US109,,,gregswax,2025 Topps Update Series - Robert Hassell III #US109 (RC),,
Blake Snell / Tyler Glasnow,Diamante,3.0,3.78,0.793651,0.78,dadanddaughterscards,2025 Topps Update Blake Snell / Tyler Glasnow VC Diamante Foil #US119 Dodgers,,,bob1981,2025 TOPPS UPDATE Diamante PINK FOIL TYLER GLASNOW BLAKE SNELL # US119 DODGERS,,
Donovan Solano,Base Rainbow,1.5,1.89,0.793651,0.39,dallasspo-31,2025 Topps Update #US281 Donovan Solano Rainbow Foil,,,jemclau5287,2025 Topps Update Series - Donovan Solano #US281 Rainbow Foil,,
Hunter Bigge,Sandglitter,2.31,2.91,0.793814,0.6,2ndtonone78,2025 Topps Update #US231 HUNTER BIGGE RC Sandglitter BUY ANY 2 GET 1 FREE,,,pardinw0,2025 Topps Update Sand Glitter US231 Hunter Bigge (RC) Rays,,
Levi Jordan,Orange Black,1.54,1.94,0.793814,0.4,krgan313,2025 Topps Update Series - Levi Jordan #US6 Holiday Orange & Black Foil (RC),,,csdym-30,2025 Topps Update Holiday Orange Foil RC Card #US6 Levi Jordan Cincinnati Reds,,
Ryan Gusto,Diamante,1.62,2.04,0.794118,0.42,railroadbedcards,2025 Topps Update Series - Ryan Gusto #US292 Diamante Foil (RC),,,payro-70,2025 Topps Update Diamante Foil #US292 Ryan Gusto RC - Houston Astros,,
Eric Wagaman,nan,1.39,1.75,0.794286,0.36,firehousesportzcardz,2025 Topps Update #US310 Eric Wagaman,,,martyscardrewind,2025 Topps Update #US310 Eric Wagaman,,
Rhett Lowder,Base Rainbow,1.39,1.75,0.794286,0.36,michaeljames44,2025 Topps Update Series Rookie Debut Rhett Lowder #US318 Rainbow Foil,,,jtmarlin,2025 Topps Update Rhett Lowder Rookie Debut Rainbow Foil #US318,,
Tomoyuki Sugano,Diamante,1.39,1.75,0.794286,0.36,firehousesportzcardz,2025 Topps Update #US55 Tomoyuki Sugano Diamante Foil,,,overthamoon,2025 Topps Update Series - Rookie Debut Tomoyuki Sugano #US55 Pink Diamante Foil,,
Dustin May,Chrome,1.74,2.19,0.794521,0.45,muck1201,2025 Topps Update Series Chrome Refractor - #USC80 Dustin May Red Sox,,,626_baseballcards,2025 Topps Update Series Chrome - Dustin May #USC80,,
Aaron Judge,SSP,154.94,195.0,0.794564,40.06,jandj337,2025 Topps Update Aaron Judge Keegan Hall Art Card SSP #KHAC-4 Artwork Yankees,,,hpsid,2025 Topps Update Aaron Judge Keegan Hall Art Card SSP #KHAC-4 Artwork Yankees,,
Brandon Young,Base Rainbow,1.59,2.0,0.795,0.41,krgan313,2025 Topps Update Series - Brandon Young #US97 Rainbow Foil (RC),,,talbuc,2025 Topps Update Series - Brandon Young #US97 Rainbow Foil (RC),,
Curtis Mead,Gold 2025,1.98,2.49,0.795181,0.51,pinandcardpalace,2025 Topps Update #US41 Curtis Mead Gold #/2025,,,lvrollers,2025 Topps Update Curtis Mead Gold #/2025 #US41 Card,,
Gerson Garabito,Diamante,1.98,2.49,0.795181,0.51,tandlshops,2025 Topps Update #US249 Gerson Garabito Pink Diamante Foil,,,azaky_63,2025 Topps Update Series - Gerson Garabito #US249 Diamante Foil (RC),,
Andrew Heaney,Orange Black,1.79,2.25,0.795556,0.46,junkwaxkids,2025 Topps Update #US299 Andrew Heaney Orange and Black,,,garygunner,2025 Topps Update Halloween Orange and Black Foil #US299 Andrew Heaney,,
Isaac Paredes,Diamante,1.79,2.25,0.795556,0.46,habitual.hobby,2025 Topps Update US195 - Isaac Paredes Pink Diamante Foil Parallel - Astros,,,synergyycards,2025 Topps Update #US195 Isaac Paredes Diamante Foil,,
Matthew Liberatore,Orange Black,1.79,2.25,0.795556,0.46,kjstone7355,2025 Topps Update Series - Matthew Liberatore #US185 Holiday Orange & Black Foil,,,garygunner,2025 Topps Update Halloween Orange and Black Foil #US185 Matthew Liberatore,,
Blake Treinen,Purple Rainbow,4.99,6.27,0.795853,1.28,gab_85631,2025 Topps Update - Blake Treinen - #US133 Purple Holo Foil 179/250 - Dodgers,,,walt-9347,2025 Topps Update BLAKE TREINEN US133 Purple Foil /250 LA Dodgers,,
Gio Urshela,Blue Rainbow,2.38,2.99,0.795987,0.61,finallyonair,2025 Topps Update Gio Urshela Blue /150 #US23,,,bassmanray03,2025 Topps Update #US23 Gio Urshela Blue Holo Foil #/150,,
Austin Wynns,Base Rainbow,1.99,2.5,0.796,0.51,jsawcards,Austin Wynns 2025 Topps Update #US330 Rainbow Foil Athletics,,,katertot1372,2025 Topps Update Rainbow Foil US330 Austin Wynns Athletics,,
Clay Holmes,Diamante,1.99,2.5,0.796,0.51,jemclau5287,2025 Topps Update Series - Clay Holmes #US245 Diamante Foil,,,rhodessportcards89,2025 Topps Update Clay Holmes Diamante Foi #US245,,
Gerson Garabito,Sandglitter,1.99,2.5,0.796,0.51,ledsimpson,2025 Topps Update Sandglitter Gerson Garabito US249 Texas Rangers Rookie,,,wamacollectibles,2025 Topps Update Gerson Garabito RC Sandglitter Texas Rangers,,
Ji Hwan Bae,Sandglitter,1.99,2.5,0.796,0.51,diamond.27,JI HWAN BAE Sandglitter 2025 Topps Update US64 Pittsburgh Pirates,,,mikey643_cards,2025 Topps Update #US64 Ji Hwan Bae Sandglitter,,
Matthew Liberatore,Gold 2025,1.99,2.5,0.796,0.51,joshunboxedcards,2025 Topps Update GOLD /2025 #US185 Matthew Liberatore St. Louis Carindals,,,inhu-4,2025 Topps Update GOLD /2025 #US185 Matthew Liberatore Stl. Cardinals 1232/2025,,
Will Wilson,Base Rainbow,1.99,2.5,0.796,0.51,sgt_bucks_bunker,"2025 Topps Update Rainbow Foil COMBOS US255 Will Wilson, Cleveland Guardians RC",,,waxpack_society,2025 Topps Update - Will Wilson - Rainbow Foil - #US255 (RC),,
Gunnar Hoglund,Purple Rainbow,4.97,6.24,0.796474,1.27,fastshippingalways99,2025 Topps Update #US254 GUNNAR HOGLUND Purple Foil /250 Rookie OAKLAND A's,,,meccproducts,Gunnar Hoglund 2025 Topps Update Purple Holo Foil #US254 #/250,,
Grant Wolfram,Chrome,2.86,3.59,0.796657,0.73,infinityartmedia,GRANT WOLFRAM—2025 Topps Update Chrome Prism Refractor #USC197—ROOKIE CARD,,,jemclau5287,2025 Topps Update Chrome Grant Wolfram Teal Refractor (RC) /299 #USC31,,
Ben Williamson,Chrome,3.18,3.99,0.796992,0.81,nine20sportscards,2025 Topps Update Chrome Update RC Prism Refractor Ben Williamson Mariners,,,jsawcards,Ben Williamson 2025 Topps Update #U90C-10 Silver Pack Chrome Mojo Refractor RC,,
Bailey Horn,Purple Rainbow,2.99,3.75,0.797333,0.76,ricbilde_0,2025 Topps Update Bailey Horn Purple Holo Foil /250 #US162 Rookie RC Tigers,,,tldecker77,2025 Topps Update Detroit Tigers Bailey Horn(RC) Purple Rainbow Foil /250 #162,,
Adrian Del Castillo,Purple Rainbow,3.44,4.31,0.798144,0.87,drac2007,2025 TOPPS UPDATE SERIES BASEBALL ADRIAN DEL CASTILLO RC PURPLE RAINBOW FOL /250,,,mostarcollectibles,2025 Topps Update - Adrian Del Castillo Rookie Debut #US267 (Purple Foil /250),,
Eric Yang,Blue Rainbow,6.98,8.74,0.798627,1.76,comc_consignment,2025 Topps Update Blue Rainbow Foil /150 Eric Yang #US168 0rz7,,,arrc-cards,Eric Yang RC /150 Blue Holo Foil - 2025 Topps Update #US168 Cincinnati Reds,,
Yaramil Hiraldo,nan,1.35,1.69,0.798817,0.34,firegirlbear1,2025 Topps Update #US210 Yaramil Hiraldo,,,oceancardsandcollectables,2025 Topps Update #US210 Yaramil Hiraldo Baltimore Orioles RC,,
Jackson Jobe,Black Gold,1.75,2.19,0.799087,0.44,susmcgee,2025 Topps Update - Topps Black Gold #BG-10 Jackson Jobe,,,njtreasures0108,2025 Topps Update - Topps Black Gold #BG-10 Jackson Jobe Detroit Tigers Rookie,,
Colin Rea,Orange Black,1.79,2.24,0.799107,0.45,kjstone7355,2025 Topps Update Series - Colin Rea #US335 Holiday Orange & Black Foil,,,cwerb17,2025 Topps Update HOLIDAY ORANGE AND BLACK #US335 Colin Rea Chicago Cubs,,
Adrian Del Castillo,Diamante,1.83,2.29,0.799127,0.46,rkchasingvb,2025 Topps Update #US267 Adrian Del Castillo Diamante Foil,,,acts_of_insanity,2025 Topps Update Rookie Debut Adrian Del Castillo #US267 Diamante Foil RC RD NM,,
Cole Henry,Holiday Jackolantern,1.99,2.49,0.799197,0.5,peachstatesportscards,Cole Henry Jack O Lantern Holiday Foil SP Rookie 2025 Topps Update Card #US186,,,pnw-406cardcollecting,Cole Henry Jack O Lantern Holiday Foil SP Rookie 2025 Topps Update Card #US186,,
Drew Rasmussen,Gold 2025,1.99,2.49,0.799197,0.5,nyyankees242,2025 Topps Update Drew Rasmussen Gold 1302/2025 #US316 Rays,,,cheapeasydeals8,2025 Topps Update Gold Drew Rasmussen 0862/2025 | Rays | Free Shipping!,,
Marc Church,Orange Black,1.99,2.49,0.799197,0.5,enforcer-1,MARC CHURCH 2025 TOPPS UPDATE ORANGE & BLACK FOIL ROOKIE CARD #US227,,,joescards661,2025 Topps Update Series - Marc Church #US227 Holiday Orange & Black Foil (RC),,
Michael Taylor,Sandglitter,1.99,2.49,0.799197,0.5,ste-705636,2025 Topps Update #US57 Michael Taylor White Sox Sand Glitter - Free Shipping,,,cascadia-sports-cards,Michael Taylor 2025 Topps Update Sandglitter #US57,,
Robert Garcia,Diamante,1.99,2.49,0.799197,0.5,schleidscards24,2025 Topps Update Robert Garcia Diamante Foil #US329 Texas Rangers,,,3-2count24,2025 Topps Update Series - Robert Garcia #US329 Diamante Foil,,
Andrew Heaney,Blue Rainbow,3.99,4.99,0.799599,1.0,glr_cards,2025 Topps Update #US299 Andrew Heaney Pittsburgh Pirates Blue Foil /150,,,mikeocardshop,2025 Topps Update Blue Foil Andrew Heaney 109/150 Pittsburgh Pirates #US299,,
JoJo Romero,Green Foil,3.99,4.99,0.799599,1.0,coachssp92,2025 Topps Update JoJo Romero #US346 Green Foil /99 RC St. Louis Cardinals,,,generalbentleytrading,2025 Topps Update Series #US346 Jojo Romero Green Foil /99,,
Tsung-Che Cheng,Green Foil,19.99,25.0,0.7996,5.01,acgsportscards,2025 Topps Update Tsung-Che Cheng Green Foil Parallel Rookie /99 Pirates,,,spacegodoshi,2025 Topps Update Green Rainbow Foil Tsung-Che Cheng RC /99 Pittsburgh Pirates,,
Ben Williamson,Green Foil,23.99,30.0,0.799667,6.01,donmattingly,2025 Topps Update Green Holo Foil Ben Williamson #43/99 (US130) Mariners RC,,,caughtupintheskycards,2025 Topps Update Ben Williamson RC Silver Pack Green Refractor #28/99 Mariners,,
Shohei Ohtani,As Stitches,103.95,129.99,0.799677,26.04,jandj337,Shohei Ohtani 2025 Topps Update All Star Stitches #AS-SO EVENT WORN Relic,,,picklepete86,Shohei Ohtani 2025 Topps Update All-Star Stitches #AS-SO Event Worn Jersey,,
Matt Thaiss,Green Foil,4.99,6.24,0.799679,1.25,jsliger10,2025 Topps Update Matt Thaiss Green Foil /99 #US48 Rays,,,sportcardplus,2025 Topps Update Matt Thaiss #US48 Green Foil 47/99,,
Ryan Miller,Green Foil,7.19,8.99,0.799778,1.8,jemclau5287,2025 Topps Update Ryan Miller (RC) Green /99 #US317 Tigers,,,nine18,2025 Topps Update US317 Ryan Miller RC Green /99 Rookie Tigers,,
Carlos Duran,Orange 25,40.0,50.0,0.8,10.0,craigtradescards,2025 Topps Update Series - Carlos Duran RC Orange Holofoil /25 #US104,,,bao1108,2025 Topps Update Baseball MLB Athletics RC Carlos Duran Orange Foil /25,,
Nathan Wiles,Chrome,1.48,1.85,0.8,0.37,michaeljames44,2025 Topps Update Series - Nathan Wiles #USC172 Chrome (RC),,,tmgrnzx9r,2025 Topps Update Chrome NATHAN WILES RayWave Rookie Card USC172 Braves,,
Justin Verlander,1990,1.0,1.25,0.8,0.25,fuconne-0,2025 Topps Update- 1990 Anniversary  Justin Verlander,,,collectorsedge67,2025 Topps Update Series JUSTIN VERLANDER 1990 35th Anniversary Foil #U90-10,,
Wilmer Flores,Diamante,1.49,1.86,0.801075,0.37,alle_bund,2025 Topps Update Series - Wilmer Flores #US160 Diamante Foil,,,tommypgoods,2025 Topps Update Series - Diamante Foil #US160 Wilmer Flores (Giants),,
Davis Martin,Green Foil,4.0,4.99,0.801603,0.99,heart_of_texas_hobbyist,2025 Topps Update White Sox Davis Martin Green Foil /99,,,mcgoverncreativeandcollectibles,2025 Topps Update Series - Davis Martin #US294 Green /99,,
Will Wilson,Green Foil,2.99,3.73,0.801609,0.74,bencards69,2025 Topps Update Will Wilson Green Holo Foil  /99 #US255 Cleveland Guardians RC,,,wgcards03,2025 Topps Update - Will Wilson - Green Foil - /99 #US255,,
Caden Dana,Diamante,1.99,2.48,0.802419,0.49,cobra22nd,2025 Topps Update Diamante Foil #US338 Caden Dana RC Los Angeles Angels RD,,,col_65924,2025 Topps Update Series - Rookie Debut Caden Dana #US187 Diamante Foil (RC),,
Ryan Walker,Sandglitter,1.99,2.48,0.802419,0.49,pookeybearscards,2025 Topps Update Series - Ryan Walker #US179 Sandglitter,,,ganzachssportshop,2025 Topps Update Baseball - Ryan Walker #US179 (Sandglitter Foil),,
Ji Hwan Bae,Orange Black,2.4,2.99,0.802676,0.59,chicagosportsmiley,2025 Topps Update Orange Black Ji Hwan Bae #US64 - Pittsburgh Pirates,,,thegoodsguy1755,2025 Topps Update Ji Hwan Bae (Pirates) Orange Holiday Foil No. US64,,
José Ramírez / Steven Kwan,Base Rainbow,2.0,2.49,0.803213,0.49,rainforrestcardshop,2025 Topps Update #US26 José Ramírez / Steven Kwan VC Rainbow Foil,,,arthurscardsandcollectibles,2025 Topps Update #US26 José Ramírez / Steven Kwan VC Rainbow Foil,,
Trenton Brooks,Blue Rainbow,6.31,7.85,0.803822,1.54,jja-cards-n-autos,2025 Topps Update Trenton Brooks RC Blue Foil /150 San Diego Padres,,,nolongerahoarder82,2025 Topps Update Trenton Brooks us78 BLUE Foil SP #'d 106/150👀🔥,,
Matthew Lugo,Sandglitter,1.6,1.99,0.80402,0.39,railroadbedcards,2025 Topps Update Series - Matthew Lugo #US314 Sandglitter (RC),,,arthurscardsandcollectibles,2025 Topps Update #US314 Matthew Lugo Sandglitter,,
Martín Maldonado,Holiday Jackolantern,3.98,4.95,0.80404,0.97,mrjcg11,Martín Maldonado 2025 Topps Update Jack-o-Lantern Holiday Foil SP #US76 Padres,,,bluelinecardsnc,2025 Topps Update Halloween Jack-o-Lantern Martín Maldonado #US76 SD Padres,,
Daniel Robert,Purple Rainbow,4.19,5.21,0.804223,1.02,leggs-lists,Daniel Robert (RC) 2025 Topps Update Purple Rainbow Foil 074/250 #US-304 Rangers,,,talknsportz,2025 Topps Update DANIEL ROBERT Texas Rangers PURPLE FOIL /250 ROOKIE RC #US125,,
Rafael Devers,Purple Rainbow,6.43,7.99,0.804756,1.56,bensonscardhouse,2025 Topps Update Series - Rafael Devers #US300 Purple Rainbow Foil /250,,,ledsimpson,2025 Topps Update Purple Rafael Devers US300 96/250 San Francisco Giants,,
Connor Thomas,Green Foil,4.79,5.95,0.805042,1.16,dnyikos13,2025 Topps Update Green Rainbow Foil #US63 Connor Thomas RC #82/99 Brewers,,,repeteresale,2025 Topps Update Series Connor Thomas Green Foil /99 Rookie Card #US63 Brewers,,
Travis d'Arnaud,Gold 2025,1.95,2.42,0.805785,0.47,arrc-cards,Travis d'Arnaud /2025 Gold - 2025 Topps Update #US33 Los Angeles Angels,,,kjcouch-1,2025 Topps Update Series Gold - #US33 Travis D'Arnaud Angels 1542/2025,,
Marc Church,Green Foil,7.0,8.68,0.806452,1.68,wgbf8pac,2025 Topps Update Green Holo Foil #US227 Marc Church  # 22/99,,,tinypupsports,2025 Topps Update Baseball Marc Church RC Green Refractor /99 #US227,,
Jonathan India,Sandglitter,2.0,2.48,0.806452,0.48,pulsarpulls,2025 Topps Update Series Jonathan India Sandglitter Kansas City Royals #US175,,,cardfinders,2025 Topps Update Sandglitter Exclusive Parallel Jonathan India Royals US175,,
Jonathan India,Gold 2025,2.38,2.95,0.80678,0.57,finallyonair,2025 Topps Update Jonathan India Gold /2025 #US175,,,devs.cards,2025 Topps Update #US175 Jonathan India Gold #/2025,,
Hunter Dobbins,Green Foil,13.31,16.49,0.807156,3.18,mostarcollectibles,2025 Topps Update Baseball - Hunter Dobbins Rookie #US257 (Green Foil /99),,,bargain-collectibles,Hunter Dobbins 2025 Topps Update Green Foil RC US257 /99,,
Logan Davidson,Base Rainbow,2.02,2.5,0.808,0.48,operationbnl_sportscards,Logan Davidson 2025 Topps Update #US213 Rainbow Foil Athletics,,,katertot1372,2025 Topps Update Rainbow Foil US213 Logan Davidson (RC) Athletics,,
Marc Church,Gold 2025,2.7,3.34,0.808383,0.64,jts_fieldofcards,2025 Topps Update #US227 Marc Church (RC) ✨SP-GOLD /2025✨ Texas Rangers,,,scottfreegg,2025 Topps Update #US227 Marc Church RC Gold Border /2025 - Rangers,,
Josh Naylor,Sandglitter,1.99,2.46,0.808943,0.47,traneofthought,Josh Naylor 2025 Topps Update #US110 Sandglitter Cleveland Guardians,,,dw_2005,2025 Topps Update - Josh Naylor #US110 Sandglitter,,
Donovan Solano,Orange Black,3.22,3.98,0.809045,0.76,shooterscardsplus,2025 Topps Update Series - Donovan Solano #US281 Holiday Orange & Black Foil,,,thesenate66,2025 Topps Update Donovan Solano Orange & Black Parallel #US281 Mariners,,
Hayden Senger,Orange Black,3.22,3.98,0.809045,0.76,shooterscardsplus,2025 Topps Update Series - Hayden Senger #US126 Holiday Orange & Black Foil (RC),,,thesenate66,2025 Topps Update Hayden Senger Rookie Orange & Black Parallel #US126 Mets,,
Tayler Saucedo,Sandglitter,2.25,2.78,0.809353,0.53,maplerivercards,2025 Topps Update Series SandGlitter Tayler Saucedo #US226 Seattle Mariners,,,dannybobany,2025 Topps Update Pink Sand Glitter Foil Tayler Saucedo Seattle Mariners #US226,,
Jack O'Loughlin,Canvas 50,16.99,20.99,0.809433,4.0,417dlthome,2025 Topps Update Jack O'Loughlin Rookie RC Canvas #/50 Rockies #US215,,,mikeocardshop,2025 Topps Update Canvas Jack O'Loughlin RC 12/50 Colorado Rockies #US215,,
Nick Allen,Base Rainbow,1.49,1.84,0.809783,0.35,krgan313,2025 Topps Update Series - Nick Allen #US106 Rainbow Atlanta Foil Braves,,,ericscardsii,Nick Allen 2025 Topps Update Rainbow Foil #US106 Atlanta Braves,,
Tsung-Che Cheng,Base Rainbow,1.49,1.84,0.809783,0.35,krgan313,2025 Topps Update Series - Tsung-Che Cheng #US72 Rainbow Foil (RC),,,pskell02,2025 Topps Update Tsung-Che Cheng #US72 Rainbow Foil,,
Jose Herrera,Base Rainbow,1.79,2.21,0.809955,0.42,junkwaxkids,2025 Topps Update #US272 Jose Herrera Rainbow Foil,,,ericscardsii,Jose Herrera 2025 Topps Update Rainbow Foil Arizona Diamondbacks #US272,,
Logan Henderson,Purple Rainbow,3.5,4.32,0.810185,0.82,wamacollectibles,2025 Topps Update Series Logan Henderson RC Purple Foil /250 Milwaukee Brewers,,,ts_tradingcards,2025 Topps Update Series - Logan Henderson #US137 Purple Holo Foil (RC) /250🔥,,
Kevin Pillar,Sandglitter,2.99,3.69,0.810298,0.7,longo_45,2025 Topps Update Sandglitter Kevin Pillar Texas Rangers #US311,,,ericscardsii,Kevin Pillar 2025 Topps Update Sandglitter #US311 Texas Rangers,,
Marc Church,Gold 50,12.75,15.73,0.810553,2.98,fliptilirip,2025 Topps Update #US227 Marc Church Gold Holo Foil #/50,,,jja-cards-n-autos,2025 Topps Update Marc Church Gold Holo Foil /50,,
Myles Straw,Gold 2025,3.09,3.81,0.811024,0.72,dasan_8967,2025 Topps Update #US340 Myles Straw Gold #/2025,,,brtsportscards,2025 Topps Update Myles Straw Gold #/2025 Toronto Blue Jays #US340,,
Michael Soroka,Green Foil,3.65,4.5,0.811111,0.85,paole_us,Michael Soroka 2025 Topps Update Green Wave Foil SN #/99 #US347-Nationals,,,whydoyouhavethat,2025 Topps Update Michael Soroka Green Rainbow Foil #US347 /99 Nationals,,
Paxton Schultz,Chrome,2.19,2.7,0.811111,0.51,626_baseballcards,2025 Topps Update Series Chrome - Paxton Schultz (RC) #USC101,,,tradingcardexpress,2025 Topps Update Chrome Paxton Schultz RC Refractor #USC-101 Blue Jays,,
Michael Lorenzen,Purple Rainbow,3.44,4.24,0.811321,0.8,drac2007,2025 TOPPS UPDATE SERIES BASEBALL MICHAEL LORENZEN PURPLE RAINBOW FOIL /250,,,gooey0514,MICHAEL LORENZEN 2025 Topps Update Purple Foil #US222 Royals /250,,
Luis Matos,nan,1.29,1.59,0.811321,0.3,junkwaxkids,2025 Topps Update #US29 Luis Matos,,,bassmanray03,2025 Topps Update #US29 Luis Matos,,
Wilmer Flores,nan,1.29,1.59,0.811321,0.3,junkwaxkids,2025 Topps Update #US160 Wilmer Flores,,,bassmanray03,2025 Topps Update #US160 Wilmer Flores,,
Jack Dreyer,Base Rainbow,6.0,7.39,0.811908,1.39,iron_patriots_sportscardsandcollectibles,2025 Topps Update Series - Jack Dreyer #US77 Rainbow Foil (RC),,,ericscardsii,Jack Dreyer 2025 Topps Update Rainbow Foil #US77 Los Angeles Dodgers,,
