player_name_key,player_name_display,set_count,total_cards,2024_bowman,2024_bowman_chrome,2024_bowman_draft,2024_topps_chrome,2024_topps_chrome_update,2024_topps_series1,2024_topps_series2,2024_topps_update,2025_bowman,2025_bowman_chrome,2025_bowman_draft,2025_topps_chrome,2025_topps_chrome_update,2025_topps_series1,2025_topps_series2,2025_topps_update,2026_topps_heritage,2026_topps_series1
luke sinnard,Luke Sinnard,1,2,,,,,,,,,2,,,,,,,,,
luke weaver,Luke Weaver,1,1,,,,,,,,,,,,,,,1,,,
luken baker,Luken Baker,5,6,,,,2,1,1,,1,,,,,,,,1,,
lyon richardson,Lyon Richardson,4,5,,,,2,1,,1,1,,,,,,,,,,
lázaro montes,Lázaro Montes,1,2,2,,,,,,,,,,,,,,,,,
mac horvath,Mac Horvath,1,2,2,,,,,,,,,,,,,,,,,
machado,Machado,1,1,,,,,,,,,,,,,,,,,,1
mackenzie gore,MacKenzie Gore,8,17,,,,1,,2,,,,,,1,1,,3,6,1,2
magglio ordonez,Magglio Ordonez,3,3,,,,,,,,,,,,,1,,1,1,,
maikel garcia,Maikel Garcia,8,12,,,,1,1,1,,,,,,,3,,1,2,1,2
maikol orozco,Maikol Orozco,1,1,,1,,,,,,,,,,,,,,,,
malachi witherspoon,Malachi Witherspoon,1,4,,,,,,,,,,,4,,,,,,,
malcolm moore,Malcolm Moore,2,5,,,,,,,,,3,,2,,,,,,,
mallory swanson,Mallory Swanson,1,1,,,,,,,1,,,,,,,,,,,
mani cedeno,Mani Cedeno,1,3,,,,,,,,,,3,,,,,,,,
mannie fresh,Mannie Fresh,1,1,,,,,,,,,,,,,,,,,,1
manny machado,Manny Machado,16,99,1,2,,4,4,6,14,7,1,2,,3,6,6,23,6,3,11
manny ramirez,Manny Ramirez,2,6,,,,,,,,,,,,,,,3,3,,
manuel margot,Manuel Margot,4,4,,,,,1,1,,1,,,,,,,,1,,
manuel selman,Manuel Selman,1,2,,,,,,,,,,,,,,,,2,,
marc church,Marc Church,3,3,,,,,,,,,,,,1,1,,,1,,
marcell ozuna,Marcell Ozuna,7,14,,,,,1,,1,3,,,,3,,1,3,2,,
marcelo mayer,Marcelo Mayer,7,47,8,,,,,,,,2,4,,,11,,,18,2,2
marco corcho,Marco Corcho,1,1,,1,,,,,,,,,,,,,,,,
marco dinges,Marco Dinges,1,2,,,,,,,,,,2,,,,,,,,
marco gonzales,Marco Gonzales,1,1,,,,,,,1,,,,,,,,,,,
marco luciano,Marco Luciano,8,42,4,6,,5,5,11,5,5,,,,1,,,,,,
marcos torres,Marcos Torres,1,2,,,,,,,,,2,,,,,,,,,
marcus phillips,Marcus Phillips,1,4,,,,,,,,,,,4,,,,,,,
marcus semien,Marcus Semien,12,37,,1,,1,2,10,6,10,1,,,1,,,1,1,2,1
marcus stroman,Marcus Stroman,1,2,,,,,,,2,,,,,,,,,,,
mariano rivera,Mariano Rivera,3,6,,,,1,,,5,,,,,,,,,,,
mario baez,Mario Baez,1,2,,2,,,,,,,,,,,,,,,,
mark buehrle,Mark Buehrle,3,3,,,,,,,1,,,,,1,,,,,,1
mark canha,Mark Canha,1,1,,,,,,,1,,,,,,,,,,,
mark grace,Mark Grace,3,5,,,,,,,2,,,,,,,,,2,,1
mark leiter,Mark Leiter,1,1,,,,,,,,1,,,,,,,,,,
mark leiter jr.,Mark Leiter Jr.,1,1,,,,,,,,,,,,,,,,1,,
mark long,Mark Long,1,2,,,,,,,,,,,,,,,2,,,
mark mcgwire,Mark McGwire,11,33,,,,1,2,3,2,2,,,,2,1,2,6,7,,5
mark mulder,Mark Mulder,1,2,,,,,,,,,,,,,,,2,,,
mark teixeira,Mark Teixeira,4,4,,,,,,1,,,,,,1,,,,1,,1
mark vientos,Mark Vientos,8,14,,,,,1,1,,,1,,,1,,,7,1,1,1
martinez,Martinez,1,1,,,,,,,,,,,,,,,,1,,
martín maldonado,Martín Maldonado,2,2,,,,,,,1,,,,,,,,,1,,
martín perez,Martín Perez,2,2,,,,,1,,,1,,,,,,,,,,
marvin alcantara,Marvin Alcantara,1,1,,1,,,,,,,,,,,,,,,,
masanori murakami,Masanori Murakami,1,1,,,,,,,,,,,,,,1,,,,
masataka yoshida,Masataka Yoshida,11,30,2,,,5,2,5,1,2,,,,1,1,,5,5,,1
mason barnett,Mason Barnett,2,3,1,,,,,,,,,,,,,,,,,2
mason black,Mason Black,2,5,,,,,3,,,2,,,,,,,,,,
mason fluharty,Mason Fluharty,2,5,,,,,,,,,,,,,3,,,2,,
mason mcconnaughey,Mason McConnaughey,1,2,,,,,,,,,,,2,,,,,,,
mason mccoy,Mason McCoy,2,2,,,,1,1,,,,,,,,,,,,,
mason mccoy rc,Mason McCoy RC,1,1,,,,,,,,1,,,,,,,,,,
mason mcgwire,Mason McGwire,1,1,,1,,,,,,,,,,,,,,,,
mason miller,Mason Miller,8,20,,,,,4,,1,6,,,,1,3,,1,,2,2
mason montgomery,Mason Montgomery,3,4,,,,,,,,,,,,1,1,,2,,,
mason morris,Mason Morris,1,3,,,,,,,,,,,3,,,,,,,
mason neville,Mason Neville,1,4,,,,,,,,,,,4,,,,,,,
mason peters,Mason Peters,1,2,,,,,,,,,,,2,,,,,,,
masyn winn,Masyn Winn,14,60,7,3,,8,4,3,8,3,1,1,,4,3,,8,,4,3
matt barr,Matt Barr,1,2,,,,,,,,,,,2,,,,,,,
matt boyd,Matt Boyd,1,3,,,,,,,,,,,,,,,,3,,
matt brash,Matt Brash,1,1,,,,,,,,1,,,,,,,,,,
matt carpenter,Matt Carpenter,1,1,,,,,,,,1,,,,,,,,,,
matt chapman,Matt Chapman,13,43,,,,1,,4,3,7,1,1,,2,1,5,3,7,3,5
matt gorski,Matt Gorski,2,3,,,,,,,,,,,,,2,,,1,,
matt holliday,Matt Holliday,4,5,,,,,,1,1,2,,,,,,,,1,,
matt kemp,Matt Kemp,1,1,,,,,,,,,,,,,,,,1,,
matt krook,Matt Krook,2,2,,,,1,1,,,,,,,,,,,,,
matt krook rc,Matt Krook RC,1,1,,,,,,,,1,,,,,,,,,,
matt manning,Matt Manning,1,1,,,,,,1,,,,,,,,,,,,
matt mclain,Matt McLain,9,15,,,,3,1,2,4,,,,,1,,,1,1,1,1
matt mervis,Matt Mervis,1,1,,,,,,,,,,,,,,,,1,,
matt moore,Matt Moore,1,1,,,,,,,,1,,,,,,,,,,
matt olson,Matt Olson,16,94,1,1,,5,4,16,16,7,2,1,,2,2,2,17,7,4,7
matt sauer,Matt Sauer,2,3,,,,,2,,,1,,,,,,,,,,
matt shaw,Matt Shaw,11,70,7,2,3,,,,,,3,8,,2,16,,1,21,4,3
matt strahm,Matt Strahm,7,8,,,,,1,,1,2,,,,1,,,1,,1,1
matt svanson,Matt Svanson,2,4,,,,,,,,,,,,,3,,,1,,
matt thaiss,Matt Thaiss,2,2,,,,,,,,1,,,,,,,,1,,
matt vierling,Matt Vierling,1,1,,,,,,,1,,,,,,,,,,,
matt waldron,Matt Waldron,2,3,,,,,2,1,,,,,,,,,,,,
matt wallner,Matt Wallner,4,5,,,,,,1,,,,,,,,,2,,1,1
matt wilkinson,Matt Wilkinson,1,3,,,,,,,,,3,,,,,,,,,
matt williams,Matt Williams,3,5,,,,,,1,2,,,,,,,,2,,,
matthew batten,Matthew Batten,1,1,,,,,,,1,,,,,,,,,,,
matthew boyd,Matthew Boyd,3,4,,,,,,,,,,,,,2,,1,,,1
matthew etzel,Matthew Etzel,1,1,,,,,,,,,,1,,,,,,,,
matthew fisher,Matthew Fisher,1,4,,,,,,,,,,,4,,,,,,,
matthew liberatore,Matthew Liberatore,2,2,,,,,,,1,,,,,,,,,1,,
matthew lugo,Matthew Lugo,2,3,,,,,,,,,,,,,2,,,1,,
matthew miura,Matthew Miura,1,3,,,,,,,,,,,3,,,,,,,
maui ahuna,Maui Ahuna,1,2,2,,,,,,,,,,,,,,,,,
mauricio dubón,Mauricio Dubón,2,2,,,,,,1,,,,,,,,,,,,1
maverick handley,Maverick Handley,2,3,,,,,,,,,,,,,2,,,1,,
mavis graves,Mavis Graves,1,1,,,,,,,,,,1,,,,,,,,
max anderson,Max Anderson,1,2,2,,,,,,,,,,,,,,,,,
max belyeu,Max Belyeu,1,4,,,,,,,,,,,4,,,,,,,
max clark,Max Clark,6,41,15,9,5,,,,,,5,5,2,,,,,,,
max fried,Max Fried,9,31,,,,,,2,2,9,,,,1,2,,2,7,3,3
max kepler,Max Kepler,4,5,,,,,,,1,2,,,,,1,,,1,,
max lazar,Max Lazar,3,3,,,,,,,,,,,,1,1,,,1,,
max meyer,Max Meyer,3,5,,,,,,,,1,,,,,2,,,2,,
max muncy,Max Muncy,12,46,,2,,1,,7,2,1,,1,,2,5,,13,8,2,2
max scherzer,Max Scherzer,8,20,1,,,2,,4,3,1,,,,1,,,5,3,,
max schuemann,Max Schuemann,3,6,,,,,3,,,2,,,,,,,,,,1
max volume,MAX VOLUME,1,0,,,,,,,,,,,,,,,,,,
max wagner,Max Wagner,1,3,3,,,,,,,,,,,,,,,,,
max williams,Max Williams,1,3,,,,,,,,,,,3,,,,,,,
maximo acosta,Maximo Acosta,2,4,,,,,,,,,,,,,,,,,2,2
maykel coret,Maykel Coret,1,2,,,,,,,,,,2,,,,,,,,
mel ott,Mel Ott,3,3,,,,,,1,1,,,,,,,,,,,1
merrill kelly,Merrill Kelly,4,5,,,,,,2,,,,,,,1,,1,,1,
miami marlins,Miami Marlins,2,2,,,,,,1,,,,1,,,,,,,,
michael a. taylor,Michael A. Taylor,1,1,,,,,,,,,,,,,,,,,1,
michael arroyo,Michael Arroyo,1,2,2,,,,,,,,,,,,,,,,,
michael brantley,Michael Brantley,2,5,,,,,,3,2,,,,,,,,,,,
michael busch,Michael Busch,5,7,,,,,1,,1,,,,,,2,,,,1,2
michael conforto,Michael Conforto,5,7,,,,1,,1,2,1,,,,,,,2,,,
michael darrell-hicks,Michael Darrell-Hicks,2,3,,,,,,,,,,,,,2,,,1,,
michael harris,Michael Harris,1,1,,,,,,,,1,,,,,,,,,,
michael harris ii,Michael Harris II,11,40,1,,,2,4,6,1,5,,,,1,,,10,2,2,6
michael helman,Michael Helman,3,5,,,,,,,,,,,,2,2,,1,,,
michael king,Michael King,2,2,,,,,,,1,,,,,1,,,,,,
michael kopech,Michael Kopech,4,4,,,,,1,1,,,,,,1,,,1,,,
michael lombardi,Michael Lombardi,1,3,,,,,,,,,,,3,,,,,,,
michael lorenzen,Michael Lorenzen,4,4,,,,,1,1,,1,,,,,,,,1,,
michael massey,Michael Massey,3,6,,,3,,,1,,,,,,,,,2,,,
michael mcgreevy,Michael McGreevy,5,15,,,,,,,,,,,,3,4,,4,3,,1
michael mercado,Michael Mercado,4,4,,,,,,,,,,,,1,1,,1,1,,
michael oliveto,Michael Oliveto,1,4,,,,,,,,,,,4,,,,,,,
michael petersen,Michael Petersen,3,3,,,,,,,,,,,,1,1,,,1,,
michael rucker,Michael Rucker,1,1,,,,,,,,1,,,,,,,,,,
michael salina,Michael Salina,1,2,,,,,,,,,,,2,,,,,,,
michael siani,Michael Siani,2,2,,,,,,,,1,,,,,,,1,,,
michael soroka,Michael Soroka,2,2,,,,,,,1,,,,,,,,,1,,
michael stefanic,Michael Stefanic,1,1,,,,,,,,1,,,,,,,,,,
michael taylor,Michael Taylor,2,2,,,,,,,,1,,,,,,,,1,,
michael toglia,Michael Toglia,1,1,,,,,,,1,,,,,,,,,,,
michael wacha,Michael Wacha,5,5,,,,,,1,,1,,,,1,,,1,,,1
michael young,Michael Young,1,1,,,,,,,,,,,,1,,,,,,
michel otañez,Michel Otañez,3,3,,,,,,,,,,,,1,1,,,1,,
mick abel,Mick Abel,8,23,1,,2,,,,,,1,1,,1,4,,,12,1,
mickey gasper,Mickey Gasper,3,5,,,,,,,,,,,,1,3,,,1,,
mickey mantle,Mickey Mantle,7,24,,,,,,,8,3,,,,,1,2,4,4,,2
mickey moniak,Mickey Moniak,6,7,,,,1,,2,,,,,,,,,1,1,1,1
mickey mouse,Mickey Mouse,1,10,,,,,,,,,,,,,10,,,,,
miguel amaya,Miguel Amaya,3,3,,,,,,1,1,,,,,,,,1,,,
miguel andujar,Miguel Andujar,5,5,,,,,1,,,1,,,,1,,,1,,1,
miguel bleis,Miguel Bleis,1,1,1,,,,,,,,,,,,,,,,,
miguel cabrera,Miguel Cabrera,8,33,,,,,,7,7,,,1,,1,,,3,8,1,5
miguel palma,Miguel Palma,1,2,,2,,,,,,,,,,,,,,,,
miguel rojas,Miguel Rojas,2,2,,,,,,,1,,,,,,,,,1,,
miguel sano,Miguel Sano,1,1,,,,,,,,1,,,,,,,,,,
miguel sime jr.,Miguel Sime Jr.,1,4,,,,,,,,,,,4,,,,,,,
miguel tejada,Miguel Tejada,1,1,,,,,,,,,,,,,,,1,,,
miguel ullola,Miguel Ullola,1,1,,,,,,,,,,1,,,,,,,,
miguel vargas,Miguel Vargas,5,5,,,,,1,,1,,,,,1,,,,,1,1
mike boeve,Mike Boeve,1,2,2,,,,,,,,,,,,,,,,,
mike burrows,Mike Burrows,4,5,,,,,,,,,,,,2,1,,1,,1,
mike mussina,Mike Mussina,1,1,,,,,,,1,,,,,,,,,,,
mike piazza,Mike Piazza,9,28,,,,,2,3,5,1,,,,,,1,8,1,1,6
mike schmidt,Mike Schmidt,10,40,,,,,,7,5,1,,,,2,1,3,4,3,8,6
mike sirota,Mike Sirota,2,5,,,3,,,,,,,,2,,,,,,,
mike tauchman,Mike Tauchman,5,5,,,,,,,1,,,,,1,,1,,1,1,
mike trout,Mike Trout,16,190,2,2,,16,8,25,21,19,4,7,,10,10,9,16,15,7,19
mike vasil,Mike Vasil,3,4,,,,,,,,,1,,,,2,,,1,,
mike yastrzemski,Mike Yastrzemski,11,22,,,,1,,3,2,2,,,,1,1,1,7,2,1,1
miles mastrobuoni,Miles Mastrobuoni,2,2,,,,,,,1,,,,,,,,,1,,
miles mikolas,Miles Mikolas,2,3,,,,,,2,,,,,,,,,1,,,
milo rushford,Milo Rushford,1,1,,1,,,,,,,,,,,,,,,,
milwaukee brewers,Milwaukee Brewers,3,3,,,,,,,1,,,,,,,,1,,,1
minnesota twins,Minnesota Twins,3,3,,,,,,,1,,,1,,,,,1,,,
mitch farris,Mitch Farris,1,1,,,,,,,,,,,,,,,,,1,
mitch garver,Mitch Garver,2,2,,,,,1,,,1,,,,,,,,,,
mitch haniger,Mitch Haniger,2,2,,,,,,,1,,,,,,,,1,,,
mitch jebb,Mitch Jebb,1,3,,,,,,,,,3,,,,,,,,,
mitch keller,Mitch Keller,2,3,,,,,,2,,,,,,,,,,,1,
mitch spence,Mitch Spence,3,4,,,,,2,,,1,,,,,,,,1,,
mitch voit,Mitch Voit,1,6,,,,,,,,,,,6,,,,,,,
mitchell parker,Mitchell Parker,3,4,,,,,2,,,1,,,,,,,1,,,
miyavi,MIYAVI,1,2,,,,,,,,,,,,,,,,2,,
mj melendez,MJ Melendez,6,7,,,,1,,1,2,1,,,,,,,1,1,,
mo vaughn,Mo Vaughn,2,2,,,,,,,1,,,,,,,,1,,,
moby,Moby,1,1,,,,,,,,,,,,,,,,,,1
moises ballesteros,Moises Ballesteros,2,2,,,,,,,,,1,,,,,,,1,,
moises marchán,Moises Marchán,1,2,,,,,,,,,,2,,,,,,,,
moisés ballesteros,Moisés Ballesteros,4,18,,,,,,,,,,1,,,6,,,10,1,
monte irvin,Monte Irvin,3,3,,,,,,1,1,1,,,,,,,,,,
mookie betts,Mookie Betts,16,122,2,2,,9,4,18,12,8,2,2,,13,3,5,24,5,4,9
muncy,Muncy,1,1,,,,,,,,,,,,,,,,1,,
murf gray,Murf Gray,1,3,,,,,,,,,,,3,,,,,,,
murray,Murray,1,1,,,,,,,,,,,,1,,,,,,
musial,Musial,1,1,,,,,,,,,,,,1,,,,,,
myke towers,Myke Towers,2,2,,,,,,,1,,,,,,,,1,,,
myles naylor,Myles Naylor,3,7,2,3,2,,,,,,,,,,,,,,,
myles straw,Myles Straw,2,2,,,,,,,1,,,,,,,,,1,,
nacho alvarez jr.,Nacho Alvarez Jr.,6,14,,,,,,,,,,,,4,2,2,3,2,,1
naibel mariano,Naibel Mariano,1,3,,,,,,,,,3,,,,,,,,,
naoyuki uwasawa,Naoyuki Uwasawa,3,5,,2,,,2,,,1,,,,,,,,,,
nasim nuñez,Nasim Nuñez,2,3,,,,,2,,,1,,,,,,,,,,
natanael yuten,Natanael Yuten,1,1,,,,,,,,,,1,,,,,,,,
nate dohm,Nate Dohm,1,3,,,3,,,,,,,,,,,,,,,
nate george,Nate George,2,4,,,,,,,,,,2,2,,,,,,,
nate knowles,Nate Knowles,1,2,,,2,,,,,,,,,,,,,,,
nate nankil,Nate Nankil,1,3,,,,,,,,,3,,,,,,,,,
nate pearson,Nate Pearson,1,1,,,,,,,,1,,,,,,,,,,
nate snead,Nate Snead,1,3,,,,,,,,,,,3,,,,,,,
nathan church,Nathan Church,3,6,,,,,,,,,,2,,,,,,,1,3
nathan eovaldi,Nathan Eovaldi,4,15,,,,2,,9,2,,,,,,,,,,2,
nathan flewelling,Nathan Flewelling,1,3,,,3,,,,,,,,,,,,,,,
nathan lukes,Nathan Lukes,1,1,,,,,,,,,,,,,,,1,,,
nathan wiles,Nathan Wiles,2,4,,,,,,,,,,,,,3,,,1,,
nathaniel lowe,Nathaniel Lowe,5,5,,,,1,,1,,,,,,1,,,1,1,,
nazzan zanetello,Nazzan Zanetello,1,2,2,,,,,,,,,,,,,,,,,
nehomar ochoa jr.,Nehomar Ochoa Jr.,1,1,,1,,,,,,,,,,,,,,,,
nelson cruz,Nelson Cruz,1,1,,,,,,1,,,,,,,,,,,,
nelson velázquez,Nelson Velázquez,3,3,,,,,1,,1,1,,,,,,,,,,
nestor cortes,Nestor Cortes,6,9,,,,,,1,1,,,,,1,1,,2,3,,
nestor cortes jr.,Nestor Cortes Jr.,2,4,,,,2,,2,,,,,,,,,,,,
nestor miranda,Nestor Miranda,1,2,,,,,,,,,,2,,,,,,,,
new york mets,New York Mets,4,4,,,,,,,1,,,1,,,,,1,,,1
new york yankees,New York Yankees,2,2,,,,,,1,,,,1,,,,,,,,
neyfy castillo,Neyfy Castillo,1,1,,1,,,,,,,,,,,,,,,,
nic enright,Nic Enright,2,4,,,,,,,,,,,,,3,,,1,,
nick ahmed,Nick Ahmed,1,1,,,,,,,,1,,,,,,,,,,
nick allen,Nick Allen,2,2,,,,,,,1,,,,,,,,,1,,
nick avila,Nick Avila,1,1,,,,,1,,,,,,,,,,,,,
nick avila rc,Nick Avila RC,1,1,,,,,,,,1,,,,,,,,,,
nick becker,Nick Becker,1,4,,,,,,,,,,,4,,,,,,,
nick castellanos,Nick Castellanos,9,19,,,,2,,2,3,2,,,,1,,,4,2,2,1
nick fortes,Nick Fortes,2,2,,,,,,1,,,,,,,,,1,,,
nick gonzales,Nick Gonzales,9,18,2,1,,4,3,3,2,,,,,1,,,1,,,1
nick gordon,Nick Gordon,1,1,,,,,,,,1,,,,,,,,,,
nick hernandez,Nick Hernandez,2,2,,,,1,1,,,,,,,,,,,,,
nick kurtz,Nick Kurtz,8,74,,,14,,,,,,7,7,,1,14,,,19,5,7
nick lodolo,Nick Lodolo,2,2,,,,,,,1,,,,,,,,,1,,
nick loftin,Nick Loftin,6,11,1,,,2,2,1,3,2,,,,,,,,,,
nick lorusso,Nick Lorusso,1,1,,,,,,,,,,1,,,,,,,,
nick madrigal,Nick Madrigal,2,3,,,,,,,2,,,,,,,,1,,,
nick martinez,Nick Martinez,2,2,,,,,,,,1,,,,,,,1,,,
nick martini,Nick Martini,1,1,,,,,,,,1,,,,,,,,,,
nick mclain,Nick McLain,1,3,,,3,,,,,,,,,,,,,,,
nick mitchell,Nick Mitchell,1,3,,,3,,,,,,,,,,,,,,,
nick montgomery,Nick Montgomery,1,3,,,3,,,,,,,,,,,,,,,
nick nastrini,Nick Nastrini,2,4,,,,,2,,,2,,,,,,,,,,
nick pivetta,Nick Pivetta,5,5,,,,,,1,,,,,,,1,,1,1,,1
nick pratto,Nick Pratto,2,2,,,,,,1,1,,,,,,,,,,,
nick raquet,Nick Raquet,1,1,,,,,,,,,,,,,,,,,1,
nick robertson,Nick Robertson,3,3,,,,1,1,1,,,,,,,,,,,,
nick senzel,Nick Senzel,2,2,,,,,,1,,1,,,,,,,,,,
nick sogard,Nick Sogard,3,6,,,,,,,,,,,,2,3,,1,,,
nick yorke,Nick Yorke,4,12,,,,,,,,,2,,,2,3,,5,,,
nicky lopez,Nicky Lopez,1,1,,,,,,,1,,,,,,,,,,,
nico hoerner,Nico Hoerner,10,29,,,,1,,2,7,2,,,,1,1,,3,4,2,6
nieves izaguirre,Nieves Izaguirre,1,2,,,,,,,,,,2,,,,,,,,
niko kavadas,Niko Kavadas,3,4,,,,,,,,,,,,1,2,,,1,,
noah cameron,Noah Cameron,4,8,,,,,,,,,,1,,,3,,,3,1,
noah murdock,Noah Murdock,2,3,,,,,,,,,,,,,2,,,1,,
noah schultz,Noah Schultz,3,3,1,,,,,,,,1,1,,,,,,,,
noble meyer,Noble Meyer,3,4,1,,2,,,,,,1,,,,,,,,,
noelvi marte,Noelvi Marte,9,46,4,3,,7,6,4,9,7,,,,,,,4,,2,
nola,Nola,1,1,,,,,,,,,,,,1,,,,,,
nolan arenado,Nolan Arenado,15,83,1,1,,3,4,13,9,9,1,,,3,1,8,13,3,4,10
nolan gorman,Nolan Gorman,4,6,,,,1,,,2,,,,,1,,,2,,,
nolan jones,Nolan Jones,8,15,,,,1,1,1,7,1,,,,1,,,2,1,,
nolan mclean,Nolan McLean,2,9,,,,,,,,,,,,,,,,,4,5
nolan ryan,Nolan Ryan,11,52,,,,2,,6,7,5,,,,2,2,4,10,5,2,7
nolan sailors,Nolan Sailors,1,3,,,,,,,,,,,3,,,,,,,
nolan schanuel,Nolan Schanuel,11,40,4,3,,4,5,3,3,6,,,,,,,6,3,1,2
nolan schubart,Nolan Schubart,1,3,,,,,,,,,,,3,,,,,,,
nomar garciaparra,Nomar Garciaparra,9,13,,,,2,,1,1,1,,,,1,,,1,3,,3
oakland athletics,Oakland Athletics,1,1,,,,,,,1,,,,,,,,,,,
ohtani,Ohtani,3,3,,,,,,,,,,,,,,1,1,1,,
oliver dunn,Oliver Dunn,3,5,,,,,3,,,1,,,,,,,,1,,
olson,Olson,1,1,,,,,,,,,,,,,,,1,,,
omar cruz,Omar Cruz,2,4,,,,,,,,,,,,,2,,,2,,
omar narváez,Omar Narváez,1,1,,,,,,,,1,,,,,,,,,,
oneil cruz,Oneil Cruz,11,33,,,,1,,4,2,8,,,,1,1,1,6,1,4,4
onil perez,Onil Perez,1,2,,,,,,,,,2,,,,,,,,,
orel hershiser,Orel Hershiser,3,4,,,,,,,,,,,,1,,,,2,,1
orelvis martinez,Orelvis Martinez,4,10,,,,,,,,,1,,,4,3,2,,,,
orion kerkering,Orion Kerkering,5,6,,,,2,1,,1,1,,,,,,,,,1,
orlando arcia,Orlando Arcia,2,3,,,,,,2,,1,,,,,,,,,,
orlando ribalta,Orlando Ribalta,3,3,,,,,,,,,,,,1,1,,,1,,
ortiz,Ortiz,1,1,,,,,,,,,,,,,,,,,,1
oscar colás,Oscar Colás,1,1,,,,,,1,,,,,,,,,,,,
osleivis basabe,Osleivis Basabe,6,7,,1,,2,1,1,1,1,,,,,,,,,,
osvaldo bido,Osvaldo Bido,4,4,,,,1,1,,,1,,,,,,,1,,,
osvaldo bido rc,Osvaldo Bido RC,1,1,,,,,,,,1,,,,,,,,,,
oswald peraza,Oswald Peraza,3,3,,,,,1,,1,,1,,,,,,,,,
oswaldo cabrera,Oswaldo Cabrera,3,4,,,,,2,,1,,,,,,,,1,,,
otto kemp,Otto Kemp,2,7,,,,,,,,,,,,,,,,,2,5
otto lopez,Otto Lopez,3,3,,,,,,,,,,,,1,,,,,1,1
otto vélez,Otto Vélez,1,1,,,,,,,,,,,,,,,,,1,
owen caissie,Owen Caissie,5,14,1,1,,,,,,,1,,,,,,,,4,7
owen miller,Owen Miller,1,1,,,,,,,1,,,,,,,,,,,
owen white,Owen White,4,9,1,,,3,1,4,,,,,,,,,,,,
owen wild,Owen Wild,1,2,,,,,,,,,2,,,,,,,,,
ozzie albies,Ozzie Albies,12,47,,3,,1,,8,7,5,1,,,1,1,,8,3,3,6
ozzie smith,Ozzie Smith,9,28,,,,,1,6,6,4,,,,2,1,,2,2,,4
pablo guerrero,Pablo Guerrero,3,8,,4,2,,,,,,2,,,,,,,,,
pablo lópez,Pablo López,4,9,,,,,,,2,,,,,,,,5,1,1,
pablo reyes,Pablo Reyes,1,1,,,,,,,1,,,,,,,,,,,
parker dunshee,Parker Dunshee,3,3,,,,,,,,,,,,1,1,,,1,,
parker meadows,Parker Meadows,8,14,,1,,2,2,1,4,1,,,,,,,2,,1,
parker messick,Parker Messick,2,4,,,,,,,,,,,,,,,,,1,3
parker smith,Parker Smith,1,3,,,3,,,,,,,,,,,,,,,
pascanel ferreras,Pascanel Ferreras,1,2,,2,,,,,,,,,,,,,,,,
patrick bailey,Patrick Bailey,8,15,,,,2,1,1,3,2,,,,,,,2,,1,3
patrick corbin,Patrick Corbin,1,1,,,,,,1,,,,,,,,,,,,
patrick forbes,Patrick Forbes,1,4,,,,,,,,,,,4,,,,,,,
patrick monteverde,Patrick Monteverde,2,3,,,,,,,,,,,,,2,,,1,,
patrick sandoval,Patrick Sandoval,1,1,,,,,,,1,,,,,,,,,,,
patrick wisdom,Patrick Wisdom,1,1,,,,,,1,,,,,,,,,,,,
paul blackburn,Paul Blackburn,3,3,,,,1,1,,1,,,,,,,,,,,
paul dejong,Paul DeJong,2,2,,,,,,,1,,,,,,,,,1,,
paul gervase,Paul Gervase,1,1,,,,,,,,,,,,,,,,,1,
paul goldschmidt,Paul Goldschmidt,12,65,,1,,3,2,17,10,4,,,,1,4,2,14,6,1,
paul konerko,Paul Konerko,6,7,,,,,,,2,,,,,1,1,,1,1,,1
paul molitor,Paul Molitor,6,12,,,,,,,2,,,,,2,1,,2,2,,3
paul o'neill,Paul O'Neill,5,13,,,,,,1,4,,,,,,,,3,2,,3
paul sewald,Paul Sewald,1,1,,,,,,1,,,,,,,,,,,,
paul skenes,Paul Skenes,13,164,12,4,,,20,,,35,3,6,,14,8,11,15,13,8,15
paulino santana,Paulino Santana,3,13,,5,5,,,,,,3,,,,,,,,,
pavin smith,Pavin Smith,3,3,,,,,,,1,,,,,,,,1,,,1
paxton schultz,Paxton Schultz,2,4,,,,,,,,,,,,,3,,,1,,
payton eeles,Payton Eeles,1,3,,,,,,,,,3,,,,,,,,,
payton tolle,Payton Tolle,3,7,,,3,,,,,,,,,,,,,,2,2
pedro catuy,Pedro Catuy,1,2,,,,,,,,,,2,,,,,,,,
pedro león,Pedro León,3,5,,,,,,,,,,,,2,2,,1,,,
pedro martinez,Pedro Martinez,10,20,,,,,1,1,4,3,,,,2,1,1,4,1,,2
pedro pages,Pedro Pages,1,1,,,,,,,,1,,,,,,,,,,
pedro pagés,Pedro Pagés,3,5,,,,,3,,,1,,,,,,,,,,1
pee wee reese,Pee Wee Reese,2,3,,,,,,2,1,,,,,,,,,,,
perez,Perez,1,1,,,,,,,,,,,,1,,,,,,
pete alonso,Pete Alonso,16,135,1,1,,6,5,25,16,18,1,1,,2,6,2,22,10,5,14
pete crow-armstrong,Pete Crow-Armstrong,13,115,9,4,,11,9,4,14,9,,,,3,9,,9,15,5,14
pete fairbanks,Pete Fairbanks,1,1,,,,,,,,,,,,1,,,,,,
pete rose,Pete Rose,1,2,2,,,,,,,,,,,,,,,,,
peter fairbanks,Peter Fairbanks,1,1,,,,,,,,1,,,,,,,,,,
peter kussow,Peter Kussow,1,3,,,,,,,,,,,3,,,,,,,
